team_year,experience,height_eff,size,bench,adj_tempo,tempo_kenpom,adj_tempo_kenpom,point_dist_ft_off,point_dist_2p_off,point_dist_3p_off,point_dist_ft_def,point_dist_2p_def,point_dist_3p_def,pos_point_dist_1,pos_point_dist_2,pos_point_dist_3,pos_point_dist_4,pos_point_dist_5,pos_reb_dist_1_off,pos_reb_dist_2_off,pos_reb_dist_3_off,pos_reb_dist_4_off,pos_reb_dist_5_off,pos_reb_dist_1_def,pos_reb_dist_2_def,pos_reb_dist_3_def,pos_reb_dist_4_def,pos_reb_dist_5_def
2019 Northeastern,2.08,0.28,76.93,26.82,66.2,66.215,66.0293,18.56474259,43.05772231,38.3775351,16.37572735,54.4472153,29.17705736,17.04,22.24,22.79,19.31,18.62,10.73,12.04,10.71,25.48,41.01,20.29,11.55,18.44,25.71,24
2011 Northern Colorado,2.05,0.74,76.56,26.33,66.6,66.7474,67.118,25.0711,40.9479,33.981,23.938,41.8791,34.1829,21.04,24.24,17.11,18.13,19.49,6.03,4.53,23.61,30.53,35.31,16,14.56,22.03,23.78,23.64
2009 Northern Iowa,1.44,1.53,76.3,30.72,61.6,61.2409,60.1385,23.5029,47.9964,28.5007,18.8715,47.9848,33.1437,18.66,18.38,18.63,15.5,28.82,4.87,10.26,14.19,28,42.68,12.87,16.75,16.95,21.3,32.13
2010 Northern Iowa,1.96,1.01,76.6,34.43,59.4,59.2562,58.576,22.0668,46.3899,31.5433,17.5739,50.6998,31.7263,19.02,17.73,15.74,20.19,27.32,5.33,9.86,18.63,25.48,40.71,9.05,18.14,16.32,21.75,34.74
2015 Northern Iowa,2.16,-0.65,76.91,37.55,57.4,57.4039,58.014,20.6927,45.5064,33.801,17.4163,49.477,33.1067,21.8,15.43,14.74,19.32,28.71,7.54,1.39,26.57,34.63,29.88,17.25,13.5,18.7,23.87,26.69
2016 Northern Iowa,2.21,-0.94,76.81,24.3,63.7,63.7045,62.3968,19.5234,44.4816,35.995,15.4464,51.6071,32.9464,22.51,17.34,20.18,20.95,19.03,6.64,1.97,23.9,21.12,46.38,18.61,18.26,21.2,20.56,21.38
2017 Northern Kentucky,1.3,-1.01,76.69,30,70.1,70.1039,67.8323,19.14030819,45.82319546,35.03649635,17.95626577,55.17241379,26.87132044,24.48,20.06,12.75,24.4,18.25,7.81,27.78,22.88,29.51,11.91,13.18,20.58,17.32,31.43,17.4
2019 Northern Kentucky,1.65,0.53,77.12,28.17,69.3,69.2867,67.9179,17.59622938,48.70384918,33.69992145,20.5793342,49.20017294,30.22049287,17.79,16.52,17.93,23.04,24.68,3.63,16.28,12,29.58,38.44,11.72,11.51,15.99,25.66,35.05
2023 Northern Kentucky,1.98,-0.8,76.52,26.4,63.1,63.1624,62.0433,16.23255814,47.62790698,36.13953488,17.43119266,48.09270884,34.4760985,21.72,24.56,20.85,19.38,13.43,7.73,7.47,9.89,23.38,51.44,11.82,10.24,17.49,22.34,38.02
2017 Northwestern,1.7,-0.08,77.84,27.36,66.3,66.2996,65.1075,18.64738077,51.44644253,29.9061767,20.78913874,49.55451846,29.65634281,23.98,24.34,15.33,19.62,16.69,5.37,7.94,21.82,23.58,41.21,11.87,17.49,24.66,22.51,23.4
2023 Northwestern,2.33,1.12,77.68,26.22,65.4,65.3487,64.9195,19.12240185,46.92840647,33.94919169,18.10905453,45.42271136,36.46823412,27.91,17.79,22.41,17.62,14.21,7.49,12.41,14.2,25.01,40.82,15.47,22.52,17.66,21.73,22.55
2013 Northwestern St.,2.06,-0.42,75.87,43.27,73.5,73.5264,71.4118,22.119,55.855,22.026,21.0319,57.2973,21.6708,20.73,21.39,14.58,25.94,17.36,7.69,11.07,21.21,32.6,27.43,12.47,11.79,18.46,28.44,28.84
2008 Notre Dame,1.77,2.87,77.2,22.95,71.3,71.4254,68.9559,19.4018,49.0798,31.5184,13.7016,55.2414,31.057,13.9,19.6,25.89,21.81,18.79,16.51,7.05,27.47,25.17,23.79,14.12,8.89,26.25,26.74,24.01
2010 Notre Dame,2.17,1.42,76.83,17.87,64.4,64.2794,62.3372,20.4175,49.8672,29.7154,17.3005,53.4893,29.2102,13.82,15.86,17.48,26.42,26.42,7.1,11.97,24.76,28.08,28.08,10.32,13.94,24.63,25.55,25.55
2011 Notre Dame,2.45,1.63,78.02,21.16,64.2,64.603,63.3777,23.4167,44.5661,32.0172,16.3,52.1778,31.5222,17.92,22.69,19.69,19.95,19.75,8.57,13.53,21.66,22.35,33.89,10.86,20.29,25.31,21.29,22.26
2012 Notre Dame,1.45,0.08,77.71,19.77,61.7,62.497,59.5561,21.0013,49.6234,29.3753,16.4678,59.4749,24.0573,19.46,19.59,19.22,17.28,24.45,9.24,11.86,12.01,11.51,55.39,12.72,17.73,17.08,23.92,28.54
2013 Notre Dame,1.89,2.29,78.26,24.75,61.9,61.9326,59.569,17.8776,54.2041,27.9184,15.3465,58.8659,25.7876,17.21,18.9,19.57,21.89,22.43,8.41,6.91,6.31,39.25,39.13,8.94,16.65,14.83,33.51,26.06
2015 Notre Dame,1.77,-0.66,77.29,19.56,64.1,64.1137,63.2851,18.9335,50.4894,30.5771,15.2061,57.543,27.2509,18.46,19.83,19.83,19.26,22.63,17.68,12.93,12.93,17.66,38.79,13.49,20.12,20.12,19.78,26.48
2016 Notre Dame,1.72,1.76,77.69,21.67,65.4,65.4047,64.933,18.4172,52.5148,29.068,16.0173,51.6332,32.3495,20.46,19.67,16.14,19.84,23.89,9.84,20.05,20.53,9.21,40.36,11.3,16.94,16.27,17.84,37.66
2017 Notre Dame,2.09,-0.24,77.4,22.24,67.9,67.853,67.0898,17.57096658,46.42472152,36.00431189,16.72012831,53.32798717,29.95188452,20.46,25.48,19.59,15.14,19.33,5.02,39.84,13.29,18.65,23.2,9.55,32.91,17.89,18.22,21.43
2022 Notre Dame,1.85,0.46,78.09,22.9,65.9,65.9041,65.7294,16,46.53061224,37.46938776,13.56673961,56.63019694,29.80306346,15.17,21.58,19.46,23.64,20.11,10.49,15.75,10.18,34.78,28.74,14.42,19.44,15.75,20.95,29.38
2010 Oakland,1.95,1.22,76.91,26.94,70,70.3125,68.5659,23.0894,53.8617,23.0489,17.9111,60.3188,21.7701,17.51,21.18,18.23,17.21,25.87,3.49,7.3,22.12,32.58,34.51,8.97,14.88,19.66,20.29,36.21
2011 Oakland,1.91,3.39,76.72,27.89,72.4,72.5613,71.6088,20.0762,51.7826,28.1412,18.6136,55.7641,25.6224,23.72,17.42,17.16,18.38,23.33,9.96,9.62,13.35,39.16,27.91,9.79,18.2,17.96,19.92,34.13
2010 Ohio,1.37,1.92,76.75,28.69,68.8,68.8889,68.1933,23.2532,46.4313,30.3156,21.0843,53.012,25.9036,21.05,25.9,18.75,18.96,15.35,18.45,3.42,10.88,37.19,30.06,17.01,14.51,15.32,24.11,29.06
2012 Ohio,1.47,0.12,75.98,30.9,67,67.6514,65.5881,20.3667,47.8278,31.8055,24.3686,49.9778,25.6535,24.88,21.86,18.23,14.23,20.8,8.37,9.99,17.34,36.66,27.65,17.44,14.88,18.34,23.35,25.98
2021 Ohio,1.45,-0.05,76.94,24.61,71.7,71.7136,69.3203,15.94279661,51.80084746,32.25635593,18.07228916,49.22547332,32.70223752,17.43,18.39,22.96,19.65,21.56,13.41,19.35,13.65,11.66,41.92,15.29,12.28,22.9,23.36,26.15
2009 Ohio St.,1,2.3,78.13,24.82,62.3,61.5882,61.9585,19.6736,50.9519,29.3744,15.2004,47.1163,37.6833,15.56,21.29,19.94,24.41,18.81,7.95,17.08,8.62,27.83,38.52,12.08,18.68,18.78,26.01,24.45
2010 Ohio St.,1.99,-0.83,77.8,17,64.8,64.7007,64.023,18.1752,51.6058,30.219,16.5787,51.0994,32.3219,19.24,20.61,19.41,27.58,13.16,13.44,21.25,9.15,22.78,33.38,15.27,18.76,14.27,29.82,21.89
2011 Ohio St.,1.6,0.03,77.66,18.2,64.4,64.4348,64.4098,18.7456,51.2964,29.958,13.587,54.8913,31.5217,13.13,21.21,21.09,19.36,25.21,9.35,14.62,15.64,18.74,41.65,14.77,16.02,15.71,17.52,35.97
2012 Ohio St.,1.27,1.43,77.65,23.46,66.7,67.2467,65.7505,20.5973,58.9083,20.4943,17.9597,51.9503,30.09,12.55,15.29,23.15,22.31,26.71,5.87,15.42,14.83,25.29,38.59,14.17,20.3,18.62,15.36,31.55
2013 Ohio St.,1.68,1.25,77.56,26.01,63.6,63.5588,62.2577,19.8538,53.9438,26.2024,18.8894,49.7041,31.4065,14.77,17.98,24.85,24.65,17.75,12.18,13.98,17.65,20.77,35.43,15.86,19.25,20.12,21.16,23.61
2014 Ohio St.,2.15,1.63,77.47,28.52,65,65.0252,64.0434,22.4507,52.8783,24.6711,18.9771,56.2141,24.8088,16.22,19.19,20.4,22.59,21.6,9.35,9.88,17.06,23.92,39.79,17.36,20.65,18.75,19.23,24
2015 Ohio St.,1.6,0.72,77.56,30.01,66.2,66.193,65.1703,17.8748,55.2562,26.8691,17.4387,50.1362,32.4251,16.22,24.24,24.66,18.85,16.03,11.86,24.25,14.06,15.9,33.93,13.49,22.68,21.15,18.32,24.36
2018 Ohio St.,1.82,-0.29,76.73,33.34,67.5,67.4903,66.3996,17.36781166,54.95947511,27.67271324,17.54462342,46.93077928,35.5245973,21.44,14.95,15.6,24.48,23.48,6.82,10.37,17.73,19.57,45.43,16.43,15.55,18.97,27.23,21.76
2019 Ohio St.,1.45,-0.41,76.69,31.2,66.9,66.8768,65.6907,19.7188921,47.54030591,32.74080198,19.58584987,49.87057808,30.54357204,21.25,16.74,17.84,16.78,27.36,7.91,8.14,15.98,23.34,44.59,18.24,15.02,21.9,17.73,27.07
2021 Ohio St.,1.98,-0.4,77.5,29.58,67.6,67.553,67.0815,20.98662207,47.40802676,31.60535117,19.60072595,48.00362976,32.39564428,19.49,18.96,17.19,25.48,18.87,5.17,8.01,19.59,28.77,38.44,15.01,15.7,20.3,25.14,23.84
2022 Ohio St.,1.86,-0.22,77.25,34.71,65.4,65.3779,64.9727,18.89222842,48.77629884,32.33147274,18.28254848,50.41551247,31.30193906,13.49,21.07,15.52,29.56,20.35,9.46,8.09,11.14,33.71,37.6,13.78,12.86,17.05,27.35,28.93
2008 Oklahoma,1.53,3.18,77.97,28.11,65,65.0528,62.5674,20.8579,51.3877,27.7544,18.9794,51.7457,29.2748,14.93,15.83,20.2,21.6,27.45,5.75,11.72,13.9,31.7,36.92,11.72,16.1,15.81,27.59,28.78
2009 Oklahoma,1.8,2.1,77.66,19.97,69.3,69.3666,66.283,22.132,52.2414,25.6265,17.8189,49.9588,32.2222,12.91,22.19,17.43,16.45,31.02,6.6,6.31,16.05,27.46,43.58,11.74,9.74,14.32,18.01,46.18
2013 Oklahoma,1.87,0.69,77.17,37.07,66.9,66.7709,64.6503,21.9027,56.9912,21.1062,18.7088,52.3091,28.9821,14.05,14.27,22.54,24.37,24.78,10.15,15.63,16.48,28.45,29.28,14.74,17.05,16.45,26.64,25.13
2014 Oklahoma,1.26,-0.75,76.84,26.73,72,71.9576,69.9669,22.2263,46.1538,31.6198,21.6906,50.0797,28.2297,18.66,19.94,20.02,25.09,16.28,8.61,16.47,16.53,20.16,38.23,12.01,14.55,14.74,25.96,32.74
2015 Oklahoma,1.82,0.52,76.87,22.33,68.2,68.1552,66.9861,19.7921,51.8992,28.3087,17.4408,51.8215,30.7377,16.67,24.36,24.13,18.53,16.31,6.19,14.88,14.93,30.2,33.79,14.13,16.86,17.34,25.49,26.18
2016 Oklahoma,2.16,1.12,77.03,24.09,71.3,71.2898,69.8681,17.9783,43.1479,38.8738,16.9266,51.3503,31.7231,19.92,25.79,26,15.18,13.11,12.66,12.07,12.24,27.21,35.82,11.84,19.12,19.19,25.59,24.25
2018 Oklahoma,1.26,1.12,77.89,36.31,76.8,76.7604,75.8225,18.76379691,48.12362031,33.11258278,15.03442999,51.33894415,33.62662586,33.63,17.41,16.36,16.45,16.11,5.18,13.26,22.21,27.11,32.19,14.26,14.85,14.06,27,29.77
2019 Oklahoma,2.14,0.7,77.41,31.08,69.8,69.7223,68.6808,17.78786628,54.23029303,27.98184069,14.06384814,48.66264021,37.27351165,18.11,22.8,16.35,22.74,19.94,8.09,16.84,21.88,27.59,25.56,13.17,22.01,12.69,28.67,23.39
2021 Oklahoma,2.13,-0.09,76.86,31.77,69.2,69.1751,67.689,17.69383698,50.69582505,31.61033797,15.32343584,49.20466596,35.4718982,19.38,18.31,26.12,15.95,20.18,9.64,11.36,12.65,35.07,31.19,15.37,20.42,22.71,17.56,23.86
2009 Oklahoma St.,1.77,-2.57,75.63,23.39,72.5,72.5113,69.1545,21.4488,43.8869,34.6643,22.316,50.5368,27.1472,18.23,19.89,21.41,21.04,19.44,5.65,11.66,15.93,32.14,34.63,9.18,19.26,26.81,22.93,21.82
2010 Oklahoma St.,1.5,-1.65,75.23,27.25,68.9,69.147,66.2045,19.9015,46.3685,33.73,21.2216,48.4173,30.3611,16.07,8.92,20.42,33.2,21.39,3.12,7.07,17.22,26.41,46.18,7.19,12.93,20.09,19.46,40.32
2013 Oklahoma St.,1.01,1.17,77.03,25.99,67.3,67.3014,65.3529,23.6187,53.2265,23.1548,21.3083,49.2544,29.4372,19.43,25.42,23.73,19.75,11.67,8.46,9.71,16.93,22.06,42.84,9.75,20.15,19.47,20.64,29.99
2014 Oklahoma St.,1.61,-1.4,76.24,25.25,69.4,69.4362,66.9981,25.4032,48.3138,26.283,23.3404,49.8943,26.7653,22.12,24.48,20.95,19.08,13.37,7.47,15.84,21.31,22.25,33.12,10.37,20.72,20.79,21.29,26.84
2015 Oklahoma St.,1.99,0.3,75.73,29.55,64.1,64.1568,62.7105,22.088,46.5926,31.3195,23.703,49.1353,27.1617,19.6,22.61,17.16,27.99,12.64,8.44,7.99,19.16,20.71,43.69,17.56,15.96,14.82,22.47,29.19
2017 Oklahoma St.,1.54,0.2,76.35,34.14,72.6,72.5806,70.289,21.45214521,47.08470847,31.46314631,23.64217252,49.04153355,27.31629393,18.96,26.73,25.73,15.06,13.47,6.8,7.69,24.65,21.9,38.9,12.23,16.09,27.49,21.64,22.47
2021 Oklahoma St.,1.06,0.32,77.61,34.17,72.8,72.8164,71.9524,20.67914671,54.50587723,24.81497606,19.34892251,49.97707474,30.67400275,18.43,17.28,16.39,28.16,19.74,5.55,9.01,29.39,17.58,38.44,14.02,14.15,21.36,23.83,26.63
2010 Old Dominion,1.9,2.54,77.46,30.53,63.2,63.6486,62.4677,16.7702,62.6087,20.6211,17.8347,53.7458,28.4195,14.43,19.22,18.57,21.46,26.32,5.89,15.95,21.3,31.91,24.95,11.61,20.65,20.62,26.82,20.3
2011 Old Dominion,2.53,0.44,77.27,28.23,60.8,61.092,60.8228,20.5737,57.1044,22.3218,15.373,47.5806,37.0464,13.21,21.41,20.84,24.97,19.55,4.53,13.97,20.79,29.2,31.51,12.7,15.68,18.95,26.61,26.06
2019 Old Dominion,1.77,0.49,77.59,28.14,65.5,65.4732,64.2892,16.88424717,48.65100087,34.46475196,19.15492958,45.91549296,34.92957746,25.34,28.83,17.2,13.78,14.8,6.06,13.1,21.4,21.14,38.23,14.76,24.8,17.1,21.22,22.04
2008 Oral Roberts,2.48,2.52,77.25,32.26,65.3,64.9392,62.6931,21.3831,49.4086,29.2084,19.9195,55.332,24.7485,26.74,16.03,22.79,17.19,17.26,3.98,13.75,16.26,29.94,36.08,14.21,16.9,19.18,26.27,23.44
2021 Oral Roberts,1.51,-0.34,76.85,22.31,72.8,72.7902,71.7646,17.78752437,41.42300195,40.78947368,18.09571286,55.4336989,26.47058824,25.66,22.21,13.74,16.46,21.94,9.11,8.31,18.01,37.06,27.51,14.23,14,16.07,25.86,29.83
2023 Oral Roberts,2.68,1.8,77.22,22.49,70.8,70.7367,70.4986,14.67259499,46.64510914,38.68229588,14.01334604,49.6663489,36.32030505,28.66,17.01,13.89,17.3,23.14,7.43,4.56,30.82,22.61,34.59,14.54,13.02,19.94,25.41,27.09
2008 Oregon,1.97,0.83,76.18,24.93,67.2,67.3069,64.9184,18.5714,47.2653,34.1633,19.0866,52.4774,28.436,20.7,17.7,20.02,20.42,21.17,6.44,15.39,22.97,27.38,27.82,11.33,14.31,19.14,21.18,34.05
2013 Oregon,1.92,2,77.12,32.42,68.9,68.8589,67.0931,21.5094,56.7547,21.7358,19.5153,54.5918,25.8929,16.2,22.67,22.45,18.92,19.76,4.21,16.52,16.2,30.33,32.74,11.64,16.01,18.39,35.23,18.73
2014 Oregon,2.22,0.22,75.91,32.25,70,69.9984,67.8101,24.0388,48.1495,27.8117,25.6644,50.7735,23.5621,13.71,27.01,22.53,19.78,16.96,6.27,10,12.4,37.4,33.93,12.96,11.55,16.2,28.59,30.7
2015 Oregon,1.39,-2.37,76.37,30.31,67.8,67.7766,66.1195,17.6021,52.8446,29.5533,20.4664,52.0306,27.503,21.82,19.15,21.95,21.43,15.66,8.19,6.52,22.89,25.67,36.74,17.06,15.22,15.34,23.12,29.26
2016 Oregon,1.62,1.27,78.15,26.06,69.5,69.4792,68.0532,21.6058,51.8263,26.5679,18.6374,50.5873,30.7753,11.13,22.65,23.26,21.78,21.17,6.38,18.12,19.1,20.26,36.14,12.37,17.71,18.96,20.71,30.25
2017 Oregon,1.78,1.16,77.43,28.8,68.8,68.7979,66.7169,18.0020114,49.21220248,32.78578612,16.92552768,51.53325368,31.54121864,16.66,12.75,25.74,23.65,21.17,9.66,8.31,12.38,31.91,37.68,18.51,13.39,14.33,24.21,29.51
2019 Oregon,1.24,1.63,78.54,32.39,65.9,65.9065,64.0656,16.91093574,49.83089064,33.25817362,20.43147208,45.68527919,33.88324873,20.81,19.02,18.72,22.21,19.23,11.87,13.97,16.59,22.75,34.82,14.67,18.44,15.7,23.47,27.71
2021 Oregon,2.32,-1.16,77.51,28.5,67.9,67.8562,67.2355,14.54458751,51.97901764,33.47639485,16.71018277,50.54830287,32.74151436,12.51,23.26,29.06,19.99,15.11,3.03,10.14,31.39,27.82,27.52,14.91,18.48,19.69,25.41,21.43
2016 Oregon St.,1.61,3.43,78.04,35.85,68.6,68.5821,67.1452,20.0718,51.3696,28.5586,21.5785,48.4489,29.9726,17.57,25.22,19.83,21.86,15.51,13.64,23.1,18.66,22.32,22.28,18.24,21.36,16.18,23.4,20.82
2021 Oregon St.,2.09,1.32,78.24,29.61,65.6,65.632,65.3971,21.39303483,48.75621891,29.85074627,22.32876712,49.31506849,28.35616438,22.23,23.22,16.49,18.98,19.05,4.74,8.45,10.93,52.77,23.03,11.98,15.51,18.41,34,20.06
2013 Pacific,2.52,-1.37,75.88,38.72,63.2,63.2063,61.5719,20.5667,49.8172,29.6161,21.9184,46.2465,31.835,22.28,16.78,15.59,23.32,22.04,7.75,10.01,23.3,24.66,34.29,15.86,20.26,19.04,20.65,24.19
2018 Penn,1.82,-0.67,76.06,28.23,70,70.0693,68.8538,17.15828833,48.44204404,34.39966764,20.05371531,54.96866607,24.97761862,17.62,15.51,24.39,23,19.49,10.11,12.32,11.35,23.1,43.12,16.76,17.47,15.93,23.48,26.36
2011 Penn St.,2.25,1.65,77.07,17.51,59.9,59.8818,59.8734,18.3769,51.3993,30.2239,16.698,50.1411,33.1609,32.71,14.77,17.63,20.6,14.29,5.98,10.76,19.87,30.05,33.33,20.66,19.36,18.34,19.95,21.69
2023 Penn St.,2.47,-1.33,76.68,24.97,64.5,64.5546,64.6096,12.20600162,44.36334144,43.43065693,15.51353674,52.25612376,32.23033949,17.95,26.32,16.73,23.24,15.75,10.39,21.19,7.12,16.71,44.55,13.95,27.13,13.36,22.46,23.09
2008 Pittsburgh,1.75,-1.08,75.96,29.23,65.6,65.6434,63.1376,19.14,56.3166,24.5434,17.1635,53.0664,29.77,17.93,17.18,20.98,24.61,19.29,6.79,9.29,16.01,25.62,42.29,16.04,13.72,18.19,23.76,28.3
2009 Pittsburgh,1.94,-0.79,76.37,29.24,67.1,66.9968,64.7792,17.401,58.2747,24.3243,18.5841,52.2124,29.2035,17.66,17.29,21.11,26.9,17.04,5.79,6.14,16.48,36.67,34.92,9.44,16.63,21.21,29.45,23.28
2010 Pittsburgh,1.5,-1.02,76.15,29.91,62.1,62.4253,60.3262,22.988,53.7671,23.2449,20.0381,55.4022,24.5597,16.83,24.58,21.82,19.66,17.11,4.26,7.72,19.38,25.57,43.07,13.57,14.68,21.42,21.85,28.47
2011 Pittsburgh,1.96,0.86,76.97,32.04,63.5,63.5924,62.2651,21.4797,54.4153,24.105,19.4887,51.7125,28.7988,21.14,22.88,18,21.28,16.7,3.39,10.75,24.34,22.33,39.19,13.17,17.7,17.81,19.06,32.26
2013 Pittsburgh,1.55,2.74,77.67,36.29,60.2,60.2025,58.1464,19.5004,59.071,21.4286,22.7937,49.2691,27.9372,20.52,16.58,20.87,22.47,19.57,2.29,8.81,17.1,30.08,41.72,15.63,15.48,19.03,22.01,27.85
2014 Pittsburgh,1.37,0.59,77.5,27.82,62.9,62.9019,62.7245,23.7046,55.0657,21.2297,21.624,50.7851,27.5908,14.41,18.62,28.01,17.41,21.54,5.1,8.96,14.15,27.23,44.56,13.49,15.26,20.24,20.84,30.16
2016 Pittsburgh,2.07,1.7,78.58,35.86,66.4,66.4386,65.557,21.0702,54.097,24.8328,17.6849,52.2738,30.0413,16.54,16.16,24.97,21.84,20.49,5.4,11.83,14.66,33.4,34.72,15.84,14.93,20.4,25.1,23.73
2023 Pittsburgh,2.25,1.21,77.4,25.24,68.1,68.139,67.3196,18.78980892,44.9044586,36.30573248,18.09974205,48.75322442,33.14703353,18.24,21.53,21.9,22.7,15.59,4.22,10.68,14.61,23.58,46.81,13.27,18.55,21.93,23.06,23.14
2008 Portland St.,1.76,1.17,75.33,37.65,67.3,67.264,65.7791,18.5639,44.6585,36.7776,19.4848,52.2717,28.2436,23.85,17.85,22.34,15.18,20.78,6.51,13.16,28.08,24.49,27.76,10.48,16.4,23.84,22.27,27.01
2009 Portland St.,2.08,-0.51,75.24,34.41,66.3,65.9643,64.4177,15.7534,44.3836,39.863,18.4377,56.3804,25.182,22.63,24.17,14.98,20.33,17.89,8.55,13.64,31.51,26.21,20.09,14.4,18.6,22.97,22.24,21.79
2019 Prairie View A&M,2.42,-1.85,75.24,31.12,72.6,72.5879,70.961,23.05577376,51.13904163,25.8051846,23.81144239,51.16841257,25.02014504,20.84,19.99,22.24,18.67,18.19,13.36,12.9,16.37,29.12,28.18,15.79,19.15,21.16,20.75,23.07
2011 Princeton,1.88,2.57,77.86,24.17,63.7,64.254,63.3505,20.5882,53.2213,26.1905,21.2949,56.2468,22.4583,20.73,18.61,25.21,21.48,13.98,2.87,11.89,30.04,26.78,28.43,9.97,21.01,26.49,23.72,18.8
2017 Princeton,2.03,-0.56,76.81,25.68,64.7,64.6464,63.1679,14.50269476,43.60607545,41.89122979,18.64218141,49.63828603,31.71953255,23.07,17.01,20.32,24.81,14.72,6.28,12.97,18.04,27.9,34.71,18.05,22.51,18.65,20.61,20.11
2023 Princeton,1.77,-0.48,77.4,24.66,68.3,68.3492,67.4503,17.64102564,50.05128205,32.30769231,17.27019499,55.15320334,27.57660167,19.82,18.99,16.54,19.28,25.35,7.73,7.77,22.27,24.64,37.54,17.07,17.16,20.96,21.83,22.95
2014 Providence,2.07,3.74,78.42,14.1,65,64.9039,63.2914,25.3313,49.1816,25.4871,19.1977,57.7159,23.0864,30.33,15.15,19.32,19.92,15.28,5.15,8.39,25,31.99,29.47,13.44,16.3,24.59,20.23,25.44
2015 Providence,1.43,4.81,78.61,29.23,65.7,65.7165,64.8656,22.9114,55.443,21.6456,21.9578,48.6753,29.3669,19.18,23.52,21.66,19.37,16.27,7.6,15.33,17.36,31.9,27.81,19.18,21.25,17.67,20.16,21.74
2016 Providence,1.13,1.02,77.81,27.21,69.8,69.85,68.4903,21.9635,49.0493,28.9872,16.945,56.0489,27.0061,14.76,21.77,14.23,17.78,31.45,10.38,13.45,20.03,24.7,31.44,16.3,19.04,17.77,21.93,24.95
2017 Providence,1.39,0,77.63,27.8,67.8,67.7701,66.3485,20.35360069,48.72789996,30.91849935,17.21794291,54.64431355,28.13774354,18.35,18.11,23.5,20.68,19.3,7.9,14.24,27.93,22.92,26.92,15.49,18.36,21.06,21.95,23.07
2018 Providence,1.9,0.38,77.67,30.46,69.5,69.5072,67.0963,21.51456311,52.50485437,25.98058252,18.78930818,52.90880503,28.30188679,20.11,17.93,16.99,23.89,21.06,4.84,17.13,20.16,26.62,31.23,15.83,21.95,16,24.13,22.07
2022 Providence,2.75,0.68,77.71,24.74,66.1,66.0606,65.193,21.22881356,47.88135593,30.88983051,16.84981685,54.02930403,29.12087912,21.47,22.46,14.3,16.65,25.07,5.53,6.48,23.1,25.38,39.42,14.57,14.31,16.44,31.91,22.73
2023 Providence,1.89,0.16,76.51,27.73,68.4,68.3876,66.9051,21.04841937,53.38135254,25.57022809,15.95092025,55.12708151,28.92199825,17.45,21.22,16.2,24.07,21.02,7.67,11.79,6.73,23.99,49.73,13.3,16.55,16.02,30.72,23.36
2008 Purdue,0.84,2.31,77.38,32.57,66.1,65.7475,65.7787,21.2622,47.3528,31.385,22.5259,51.4609,26.0132,18.02,19.12,20.31,22.55,19.99,10.3,9.82,18.77,31.36,29.75,15.3,19.31,18.8,23.82,22.77
2009 Purdue,1.52,2.35,76.76,29.99,65.6,65.3743,65.2998,18.9115,52.545,28.5435,19.2134,53.255,27.5316,14.07,17.34,20.06,21.46,27.08,11.53,10.14,14.2,28.72,35.42,13.06,16.99,18.58,29.17,22.2
2010 Purdue,1.83,0.27,77.01,31.31,66.5,66.6055,65.4793,22.1321,55.1277,22.7402,22.6679,51.5858,25.7463,11.72,18.68,22.37,19.76,27.47,12.34,10.68,17.21,25.73,34.04,15.17,16.47,15.9,23.3,29.15
2011 Purdue,1.82,0.5,76.27,28.75,66.1,66.3216,66.3974,19.5053,51.9059,28.5888,18.7351,57.1564,24.1084,16.36,15.88,25.83,12.5,29.43,17.75,9.94,18.89,23.41,30.01,14.59,16.32,19.24,19.42,30.43
2012 Purdue,1.96,-1.2,76.2,33.48,64.6,65.5121,63.7048,17.9793,48.1305,33.8902,19.1342,52.8139,28.0519,21.4,19.12,20.5,23.63,15.35,15.43,10.08,17.15,25.21,32.14,17.56,17.85,16.1,24.51,23.99
2015 Purdue,1.2,3.52,78.14,34.08,65.1,65.0474,63.9932,22.0818,53.2659,24.6523,22.6424,50.0228,27.3349,15.49,17.79,19.26,18.83,28.63,11.65,13.88,12.58,22.14,39.76,16.41,18.99,16.55,17.48,30.57
2016 Purdue,1.52,5.3,78.56,38.35,67.9,67.8939,67.5995,19.7359,50.7704,29.4938,18.1499,53.0469,28.8032,13.87,14.78,18.22,20.97,32.16,17.95,3.4,14.59,26.29,37.77,10.41,14.69,14.91,29.45,30.54
2017 Purdue,1.56,1.99,77,28.4,70.1,70.1097,68.8912,18.45878136,47.6702509,33.87096774,14.50062683,55.16088592,30.33848725,15.63,15.27,14.43,24.1,30.53,10.4,8.24,6.34,33.7,41.25,9.39,15.22,14.97,25.04,35.32
2018 Purdue,2.11,3.05,77.69,29.83,68.2,68.1661,67.2291,18.66173504,45.72965703,35.60860794,15.0555327,53.96955985,30.97490745,18.45,24.67,13.43,19.81,23.63,8.45,4.37,14.71,35.95,36.49,11.02,19.75,17.92,26.24,25.05
2019 Purdue,1.57,1.71,78.27,27.63,66.4,66.3591,65.6263,16.70289855,43.62318841,39.67391304,19.16563404,44.27922346,36.5551425,32.87,14.82,15.44,14.7,22.18,5.43,4.4,18.14,33.65,38.38,15.2,13.97,19.5,21.93,29.39
